news_id,ticker,title,sapo,publish_time,Target_Date,open,high,low,close,volume
304,VIC,"Phiên 4/1: HAG tạo đáy mới, khối ngoại “xả” VIC trong ngày đầu năm mới","Trong ngày đầu năm mới, khối ngoại đã mua ròng tổng cộng hơn 2 triệu cổ phiếu trên toàn thị trường. Tuy vậy, xét về giá trị thì đây là phiên bán ròng nhẹ với khoảng 60 triệu đồng và phần lớn tập trung tại VIC.",2016-01-04 16:38:00,2016-01-05,12.69,12.88,12.63,12.82,2480100.0
809,HAG,"HAG về dưới mệnh giá, VnIndex mất mốc 570 điểm","Thanh khoản trên thị trường tiếp tục ở mức thấp. Tổng giá giá trị giao dịch trên thị trường chỉ đạt khoảng 2.000 tỷ đồng, trong đó, giao dịch thỏa thuận là gần 200 tỷ đồng.",2016-01-05 16:10:00,2016-01-06,9.7,10.2,9.6,10.0,6607690.0
808,HAG,Khối lượng đặt mua HAG tăng vọt từ khi phục hồi,"Kết thúc phiên giao dịch hôm nay, HAG đạt 10.900 đồng/cổ phiếu- tăng trần- dư mua trần hơn 280 nghìn đơn vị.",2016-01-11 17:35:00,2016-01-12,10.9,11.4,10.9,11.3,8942460.0
303,VIC,"Phiên 11/1: Khối ngoại “xả hàng”, VIC vẫn tiếp tục tăng điểm","Giao dịch khối ngoại trong phiên giao dịch hôm nay không thực sự sôi động, họ vẫn tiếp tục mua ròng trên HNX và bán ròng trên HSX. Tính chung, khối ngoại có phiên bán ròng nhẹ với giá trị 390 triệu đồng.",2016-01-11 16:53:00,2016-01-12,13.04,13.06,12.85,12.96,1030900.0
302,VIC,"Phiên 13/1: Khối ngoại mua ròng MSN, tiếp tục “xả hàng” VIC",Khối ngoại có phiên bán ròng trên cả 2 sàn giao dịch với giá trị 83 tỷ đồng. Việc khối ngoại vẫn chưa trở lại mua ròng vẫn đang là rào cản cho sự hồi phục của thị trường.,2016-01-13 17:24:00,2016-01-14,12.74,13.01,12.74,12.96,2616100.0
807,HAG,HAG lại xuyên thủng đáy cũ: Lòng tham bị trả giá đắt?,"Cổ phiếu HAG đã liên tiếp giảm 3 phiên vừa qua, về 9.900 đồng chốt phiên giao dịch ngày 15/1. Đến phiên sáng nay, cổ phiếu này đã có lúc giao dịch ở mức giá sàn 9.300 đồng-phá vỡ đáy cũ.",2016-01-18 09:34:00,2016-01-18,9.6,9.7,9.3,9.3,8483270.0
301,VIC,"VIC, MSN hồi phục cuối phiên, VnIndex đóng cửa giảm gần 17 điểm","Như vậy, sau khi chạm vùng 520 điểm, chỉ số VnIndex đã tạm bật tăng trở lại ngay trong phiên giao dịch dù rằng mức phục hồi là không quá mạnh.",2016-01-18 15:05:00,2016-01-19,12.74,12.98,12.74,12.82,736420.0
806,HAG,"HAG “phá đáy”, VnIndex thủng mốc 530 điểm","Sau những nỗ lực hồi phục bất thành trong phiên sáng, áp lực bán đã được đẩy mạnh trong phiên giao dịch buổi chiều, đặc biệt tại các Bluechips như VNM, HAG, BVH, GAS, HSG….",2016-01-20 15:12:00,2016-01-21,8.9,8.9,8.4,8.4,12664870.0
805,HAG,"HAG giảm sàn, VnIndex mất tiếp gần 8 điểm","HAG hôm nay giảm sàn và cuối phiên có dư bán sàn 417 nghìn cổ phiếu, khối lượng khớp lệnh đạt 12,66 triệu đơn vị.",2016-01-21 15:29:00,2016-01-22,8.1,8.4,7.9,7.9,19081830.0
804,HAG,"HAG chỉ còn 7.900 đồng/cổ phiếu, đã mua được chưa?",Đã nên mua HAG hay chưa khi mà lần bắt đáy nào cũng khiến nhà đầu tư thua lỗ nặng?,2016-01-22 08:00:00,2016-01-22,8.1,8.4,7.9,7.9,19081830.0
803,HAG,Hội thảo nhận định cổ phiếu HAG,"Công ty chứng khoán HVS Vietnam, thuộc Tập đoàn HVS Group, Malaysia, sẽ tổ chức buổi hội thảo “Nhận định cổ phiếu HAG” lúc 13h30 ngày 28/01/2016, tại Phòng Hội Nghị Lầu 2, Khách sạn Liberty 4, 265 Phạm Ngũ Lão, Quận 1, TP. HCM.",2016-01-22 08:00:00,2016-01-22,8.1,8.4,7.9,7.9,19081830.0
802,HAG,"HAG khớp lệnh kỷ lục, VnIndex bất ngờ đảo chiều tăng điểm với thanh khoản tăng vọt","Dòng tiền “bắt đáy” mạnh khi VnIndex giảm về vùng hỗ trợ 515 điểm đã khiến thanh khoản toàn thị trường tăng lên 217 triệu đơn vị, tương ứng giá trị 2.463 tỷ đồng.",2016-01-22 15:15:00,2016-01-23,8.2,8.4,7.9,8.4,11890990.0
801,HAG,Hội thảo nhận định cổ phiếu HAG,"Công ty chứng khoán HVS Vietnam, thuộc Tập đoàn HVS Group, Malaysia, sẽ tổ chức buổi hội thảo “Nhận định cổ phiếu HAG” lúc 13h30 ngày 28/01/2016, tại Phòng Hội Nghị Lầu 2, Khách sạn Liberty 4, 265 Phạm Ngũ Lão, Quận 1, TP. HCM.",2016-01-25 08:00:00,2016-01-25,8.2,8.4,7.9,8.4,11890990.0
800,HAG,"HAG thăng hoa, cổ phiếu công ty con lại bị bán tháo giá sàn","HNG giảm khá mạnh thời gian gần đây, từ mức giá 29.000 đồng phiên đầu tiên của năm 2016, HNG đã sụt giảm gần 16% chỉ sau chưa đầy 1 tháng giao dịch.",2016-01-25 16:20:00,2016-01-26,8.5,8.9,8.2,8.9,14351750.0
799,HAG,Tiền thật nhìn từ HAG,"Phải đến khi cổ phiếu HAG bị cắt margin chủ động từ các công ty chứng khoán, chúng ta mới biết được sức mạnh của Tiền thật.",2016-01-26 08:36:00,2016-01-26,8.5,8.9,8.2,8.9,14351750.0
798,HAG,"Tạm hoãn ""Hội thảo nhận định cổ phiếu HAG""","Ban tổ chức Hội thảo nhận định cổ phiếu HAG thông báo hoãn Hội thảo ngày 28/01/2016. Ban tổ chức gửi lời xin lỗi chân thành và sẽ thông báo lại thời gian, địa điểm tổ chức Hội thảo đến các nhà đầu tư sau.",2016-01-27 08:00:00,2016-01-27,8.8,9.2,8.7,8.8,8082850.0
1243,TTF,"Bán ""chui"" cổ phiếu TTF, một cá nhân vị phạt 50 triệu đồng","Bà Nguyễn Thị Xuân (địa chỉ: số 8, ngách 69A/48 Hoàng Văn Thái, Khương Trung, Hà Nội) bị phạt 50 triệu đồng do báo cáo không đúng thời hạn việc bán 2 triệu cổ phiếu TTF.",2016-02-04 19:29:00,2016-02-05,31.3,31.6,31.2,31.4,277780.0
1242,TTF,"Meco JSC bán ""hớ"" cổ phiếu TTF năm 2015, lãi quý 4 tăng 140% nhờ thoái vốn Thủy điện Văn Chấn","Trong năm 2015, Meco JSC cũng đã chuyển nhượng hết cổ phần đang nắm giữ tại công ty liên kết là Thủy điện Văn Chấn, đây là nguyên nhân chủ yếu giúp lợi nhuận năm 2014 của MCG tăng cao 140% so với cùng kỳ.",2016-02-18 09:38:00,2016-02-18,31.4,31.4,31.1,31.2,312890.0
797,HAG,"Cổ phiếu trụ cứu nguy cho VN-Index, nổi bật ""2 mẹ con"" HAG và HNG","HAG giảm 400 đồng xuống 7.900 đồng/CP, khối lượng khớp lệnh lớn nhất thị trường với hơn 12 triệu đơn vị. Còn HNG giảm sàn xuống mức 7.500 đồng/CP và khớp lệnh hơn 9,7 triệu đơn vị.",2016-03-03 15:53:00,2016-03-04,8.0,8.4,7.9,8.2,4479430.0
300,VIC,"VIC, MSN kéo tụt nỗ lực VNM, VnIndex gặp khó trước ngưỡng 580 điểm","Trong khi dòng cao su tự nhiên đã giảm nhiệt với sắc đỏ tại phần lớn cổ phiếu thì riêng HNG - sau thông tin bất lợi được công bố ngày hôm qua, đã tăng trần.",2016-03-11 15:14:00,2016-03-12,12.2,12.28,12.15,12.25,346630.0
299,VIC,"Phiên 5/4: “Xả hàng” VIC, khối ngoại bán ròng 600 tỷ đồng trên toàn thị trường",Nếu không tính giao dịch thỏa thuận đột biến tại VIC thì khối ngoại vẫn tiếp tục có phiên mua ròng.,2016-04-05 17:02:00,2016-04-06,12.71,12.85,12.66,12.85,547050.0
298,VIC,Khối ngoại bán ròng hơn 1.000 tỷ đồng VIC chỉ sau 2 phiên giao dịch,"Trên HSX, khối ngoại đã bán ròng gần 6 triệu cổ phiếu với giá trị 443,32 tỷ đồng trong phiên giao dịch hôm nay và phần lớn lượng bán ròng tập trung tại VIC với 443 tỷ đồng.",2016-04-06 16:30:00,2016-04-07,12.85,12.88,12.71,12.74,289730.0
297,VIC,"Ngừng “xả hàng” VIC, khối ngoại mua ròng hơn 100 tỷ đồng trong phiên 7/4","SSI tiếp tục được khối ngoại mua khá mạnh trong phiên giao dịch hôm nay với 28,75 tỷ đồng. Hiện tại, tỷ lệ sở hữu của khối ngoại tại SSI đã lên tới gần 53%.",2016-04-07 21:11:00,2016-04-08,12.74,12.85,12.66,12.82,600280.0
296,VIC,"Tuần 4-8/4: Đột biến thỏa thuận VIC, khối ngoại bán ròng hơn 1.000 tỷ đồng trên toàn thị trường","Tuần qua, giá trị bán ròng của khối ngoại trên toàn thị trường lên tới trên 1.000 tỷ đồng. Tuy nhiên, nếu loại bỏ giao dịch tại VIC và MSN thì khối ngoại vẫn có tuần mua ròng khá tích cực.",2016-04-09 13:00:00,2016-04-09,12.82,13.63,12.82,13.63,1288260.0
295,VIC,"Phiên 12/4: Khối ngoại bán ròng hơn 16 triệu cổ phiếu VIC, tiếp tục mua ròng trên HNX","Khối ngoại có phiên bán ròng khá mạnh trên với hơn 750 tỷ đồng trên toàn thị trường. Tuy vậy, phần lớn lượng bán ròng được thực hiện qua giao dịch thỏa thuận.",2016-04-12 17:03:00,2016-04-13,13.9,14.3,13.63,14.04,807840.0
294,VIC,"VIC quay đầu giảm điểm, VnIndex thêm một lần “vấp ngã” trước ngưỡng 580 điểm","Trong những phiên giao dịch gần đây, việc VnIndex vượt 580 điểm nhưng đóng cửa dưới ngưỡng kháng cự tâm lý này là hình ảnh khá quen thuộc.",2016-04-15 15:11:00,2016-04-16,14.04,14.04,13.42,13.42,1021510.0
1241,TTF,"ĐHCĐ Gỗ Trường Thành: ""Cổ đông chỉ mong TTF có vốn lớn để cạnh tranh, không cần phải chia cổ tức""","""Tôi chỉ mới đầu tư khoảng 600.000 cổ phần với tư cách cá nhân nhưng KSB vẫn muốn tôi tham gia vào thành viên HĐQT"" - ông Võ Trường Thành cho biết",2016-04-15 16:09:00,2016-04-16,26.3,27.3,26.3,27.3,758590.0
293,VIC,"Tuần 11-15/4: VnIndex liên tục “vấp ngã” trước ngưỡng 580 điểm, khối ngoại bán ròng VIC hơn 865 tỷ đồng","Tuần qua, có khá nhiều thời điểm VnIndex áp sát ngưỡng 585 điểm nhưng áp điều chỉnh tại các Bluechips như VNM, VIC luôn khiến VnIndex đóng cửa bên dưới ngưỡng 580 điểm.",2016-04-16 17:45:00,2016-04-17,14.04,14.04,13.42,13.42,1021510.0
292,VIC,"VNM -  VIC - GAS: Những ""tội đồ"" khiến VN-Index giảm gần 12 điểm trong ngày 19/4","VNM là cổ phiếu tác động tiêu cực nhất tới VnIndex trong phiên giao dịch hôm nay khi giảm 4.000đ (2,8%) xuống 139.000đ.",2016-04-19 17:24:00,2016-04-20,13.42,13.77,13.42,13.63,1417390.0
796,HAG,"Cổ phiếu HNG, HAG của Bầu Đức tím ngắt nhờ 3 thông tin quan trọng này","3 thông tin quan trọng mà Chủ tịch BIDV Trần Bắc Hà tiết lộ cuối tuần qua đã cứu giá HNG, HAG phiên sáng nay.",2016-04-25 11:32:00,2016-04-25,7.3,7.4,7.2,7.4,10176920.0
291,VIC,"Tuần 9-13/5: Khối ngoại bán mạnh VIC, HPG, VnIndex giằng co quanh vùng 610 điểm","HPG cùng VIC là 2 cổ phiếu bị khối ngoại bán mạnh nhất tuần qua với giá trị lần lượt 302 tỷ đồng và 205,91 tỷ đồng. Những giao dịch này chủ yếu diễn ra qua phương thức thỏa thuận vào phiên 9/5 và 11/5.",2016-05-14 10:55:00,2016-05-14,14.44,14.98,14.3,14.84,1233650.0
1240,TTF,"TTF, VPK, ISG, HD2: Thông tin giao dịch lượng lớn cổ phiếu",Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.,2016-05-17 22:49:00,2016-05-18,32.5,32.6,31.2,32.4,926390.0
795,HAG,"Số mã xanh áp đảo, bluechips đẩy VN-Index tăng 3,5 điểm, HAG và HNG bật lên sắc xanh","Cổ phiếu dầu khí tăng giá hàng loạt. Trong đó, GAS tăng 1.500 đồng lên 61.500 đồng/CP, PVD tăng 400 đồng lên 32.000 đồng/CP.",2016-06-02 15:53:00,2016-06-03,8.0,8.1,7.9,8.1,3540730.0
1239,TTF,"Giao dịch cổ phiếu TTF, em gái ông Võ Trường Thành bị phạt 42,5 triệu đồng","Trên Bản cáo bạch năm 2015 của Gỗ Trường Thành, bà Võ Thị Tiếp được biết đến là em gái ông Võ Trường Thành, và bà Tiếp không sở hữu cổ phiếu TTF nào.",2016-06-13 11:51:00,2016-06-13,40.0,40.0,38.3,39.0,675710.0
1238,TTF,[Cổ phiếu nổi bật tuần]: Chuyện thoái vốn SCIC- KSB trở thành miếng mồi béo bổ của DRH và TTF,"Bất chấp thị trường chao đảo vì Brexit, KSB vẫn đạt mức tăng 2,4% trong phiên giao dịch cuối tuần qua. Không kém cạnh bất kỳ các công ty tăng trưởng nào khác trên sàn, KSB đã tăng gần 90% tính từ thời điểm đầu năm 2016. Còn nếu tính xa hơn, trong một năm rưỡi trở lại đây KSB đã tăng tới 240%.",2016-06-25 19:58:00,2016-06-26,37.8,38.2,37.3,38.0,283040.0
290,VIC,"VNM, VIC “níu giữ” sắc xanh cho VnIndex","Mặc dù biến động thị trường khá mạnh nhưng dòng tiền trong phiên hôm nay vẫn tiếp tục tập trung vào các cổ phiếu cơ bản, đón đầu KQKD quý 2 như AAA, CVT, DGC, HCC, ITD, RDP, VCS, SKG….",2016-06-30 15:19:00,2016-07-01,15.14,15.44,14.96,15.3,888200.0
289,VIC,"VN-Index chính thức vượt 640 điểm, bùng nổ GAS và VIC","Nổi bật hôm nay là HPG với mức tăng 200 đồng lên 39.800 đồng/CP và dẫn đầu khối lượng giao dịch sàn HOSE với hơn 5,65 triệu đơn vị.",2016-07-01 15:29:00,2016-07-02,15.44,15.6,15.3,15.3,459790.0
1237,TTF,Con trai ông Võ Trường Thành đăng ký mua 3 triệu cổ phiếu TTF,"Tính đến hiện tại, cổ phiếu TTF đã có 8 phiên liên tiếp giảm sàn",2016-07-29 10:31:00,2016-07-29,23.1,23.1,23.1,23.1,264340.0
1235,TTF,"Gỗ Trường Thành (TTF): Tồn kho ""bay hơi"", lỗ quý II hơn nghìn tỷ đồng","Gần 980 tỷ đồng hàng tồn kho phát hiện thiếu khi E&amp;Y kiểm kê tài sản. Khoản lỗ 1.123 tỷ đồng trong quý II đã khiến Trường Thành phải ghi nhận khoản lỗ lũy kế 1.082 tỷ đồng, ăn mòn 75% vốn điều lệ của DN này. Giá trị cổ phiếu lao dốc không phanh suốt nửa tháng qua.",2016-08-02 08:23:00,2016-08-02,20.0,20.0,20.0,20.0,4640.0
1236,TTF,"Cổ phiếu TTF đã giảm sàn 10 phiên liên tiếp từ khi có ""tin xấu"", mất 1/2 giá trị","Ngày 18/07 là ngày tươi sáng cuối cùng của TTF khi giá cổ phiếu tăng lên đến 43.600 đồng – mức đỉnh lịch sử. Từ đó đến nay, giá cổ phiếu đã giảm một nửa và chỉ còn 21.500 đồng.",2016-08-01 16:46:00,2016-08-02,20.0,20.0,20.0,20.0,4640.0
1234,TTF,"Chỉ với 10 cổ phiếu khớp lệnh, TTF có phiên giảm sàn thứ 12 liên tiếp","Tại mức giá đóng cửa 3/8, vốn hóa TTF chỉ còn 2.690 tỷ đồng, “bay hơi” 57% giá trị so với cách đây 12 phiên giao dịch.",2016-08-03 16:32:00,2016-08-04,18.6,18.6,17.3,17.3,550.0
288,VIC,"VIC, MSN kéo tụt VnIndex trong phiên cuối tuần","Những nỗ lực của VNM, FPT, HPG, HSG, BVH… không đủ giúp sắc xanh trở lại thị trường khi mà VIC, MSN điều chỉnh quá sâu.",2016-08-05 15:21:00,2016-08-06,13.41,13.65,12.48,13.41,3019390.0
287,VIC,"Khối ngoại tiếp tục “gom hàng” VNM, bán mạnh VIC, MSN trong phiên cuối tuần","Trên HNX, khối ngoại có phiên mua ròng thứ 17 liên tiếp với 1,58 triệu cổ phiếu, tương ứng giá trị 26,88 tỷ đồng.",2016-08-05 21:23:00,2016-08-06,13.41,13.65,12.48,13.41,3019390.0
1233,TTF,"Lỗ nghìn tỷ, cổ phiếu TTF bị đưa vào diện kiểm soát đặc biệt kể từ ngày 09/08","Tính từ ngày 19/7 đến nay, cổ phiếu TTF đã giảm sàn 15 phiên liên tục, mất 66% giá trị.",2016-08-08 21:06:00,2016-08-09,14.0,14.0,14.0,14.0,10.0
794,HAG,Hoàng Anh Gia Lai (HAG) chốt danh sách cổ đông tham dự ĐHCĐ thường niên 2016,"Thời gian họp dự kiến vào 15/9/2016 tại khách sạn Hoàng Anh Gia Lai, số 01 Phù Đổng, Tp Pleiku, tỉnh Gia Lai.",2016-08-09 13:00:00,2016-08-09,5.4,5.6,5.3,5.6,2969100.0
286,VIC,"VNM, VIC, VCB nâng đỡ thị trường, VnIndex tăng gần 8 điểm","VNM trong phiên sáng nay tăng mạnh 4.000đ lên 162.000đ và đây là yếu tố quan trọng thúc đẩy đà tăng của thị trường. Bên cạnh đó, các Bluechips như VIC, VCB, MSN, HPG, HSG, FPT…tăng điểm cũng giúp sắc xanh được củng cố.",2016-08-09 15:26:00,2016-08-10,13.71,14.58,13.71,14.58,2852080.0
285,VIC,"Khối ngoại tiếp tục đẩy mạnh bán ròng hơn 90 tỷ đồng, tập trung vào VIC","VIC là cổ phiếu bị khối ngoại bán ròng mạnh nhất với 63,4 tỷ đồng. Tuy vậy, cổ phiếu này vẫn giao dịch khá tốt và tăng kịch trần lên 48.600đ.",2016-08-10 17:12:00,2016-08-11,14.58,14.76,14.46,14.7,1964870.0
1232,TTF,Tóm gọn 3 năm thăng trầm của Gỗ Trường Thành (TTF) trong 2 phút: Tay không trắng tay lại về không,"Cổ phiếu TTF mất ba năm để tăng giá phi mã từ 5.000 lên gần 45.000 đồng. Nhưng ""thành quả"" này có thể mất sạch chỉ trong vòng 1 tháng.",2016-08-10 15:52:00,2016-08-11,12.2,12.2,12.2,12.2,30.0
1231,TTF,"Ông Võ Trường Thành bị bãi nhiệm vị trí Chủ tịch TTF, Phó Tổng giám đốc Vingroup lên thay",Ông Võ Trường Thành bị bãi nhiệm chức vụ Chủ tịch HĐQT do không hoàn thành đầy đủ trách nhiệm và nghĩa vụ của Chủ tịch HĐQT trong tình hình khó khăn khẩn cấp của công ty.,2016-08-15 10:52:00,2016-08-15,10.7,10.7,10.7,10.7,391920.0
1229,TTF,"TTF khớp lệnh 1,3 triệu cổ phiếu, VnIndex đánh rơi mốc 660 điểm trong phút chót","Nhóm cổ phiếu dược phẩm thu hút dòng tiền khá tốt trong phiên sáng nay với hàng loạt mã tăng mạnh như DMC, DHG, IMP, DBT, DCL…. Trong đó, DMC và IMP hiện tăng kịch trần.",2016-08-16 12:49:00,2016-08-16,10.0,10.0,10.0,10.0,1319810.0
793,HAG,"HAG, HNG tăng kịch trần, VnIndex áp sát cột mốc 660 điểm trong phiên chiều","Nhóm cổ phiếu bất động sản, xây dựng là tâm điểm thị trường trong buổi chiều với nhiều mã tăng mạnh như KBC, HBC, CTD, DXG, HUT, VCG, SCR, KDH… Tương tự, các cổ phiếu thép HPG, HSG, NKG, VIS…cũng tăng khá mạnh.",2016-08-15 15:52:00,2016-08-16,7.1,7.1,6.6,6.8,5584310.0
1230,TTF,"Sau 20 phiên nằm “thoi thóp”, lực cầu trở lại với TTF để “bắt đáy”?",Dù tiếp tục giảm sàn phiên thứ 20 nhưng điểm tích cực của TTF trong phiên hôm nay là khối lượng khớp lệnh của cổ phiếu đạt 391.920 đơn vị - tăng “cực mạnh” so với các phiên giao dịch trước.,2016-08-15 15:51:00,2016-08-16,10.0,10.0,10.0,10.0,1319810.0
792,HAG,"Chốt quyền nhận cổ tức, VNM vẫn tăng 3.000 đồng làm đầu tàu kéo VN-Index, HAG và HNG tăng trần trở lại","Nổi bật lên trong các dòng cổ phiếu là mía đường, sắc xanh phủ lên tất cả các mã. Cổ phiếu ô tô cũng rất tích cực.",2016-08-19 09:56:00,2016-08-19,6.1,6.4,6.1,6.4,2669880.0
1228,TTF,"Trọn 1 tháng giảm sàn, cổ phiếu TTF bốc hơi 80% giá trị xuống còn 8.100 đồng","Sau khi xuống dưới mệnh giá, dù vẫn bị dư bán sàn lớn nhưng lượng khớp lệnh đã có dấu hiệu tăng lên.",2016-08-21 09:00:00,2016-08-21,7.6,8.6,7.6,8.6,12906770.0
1227,TTF,"Gỗ trường thành (TTF) đột ngột tăng trần, chấm dứt chuỗi 24 phiên giảm sàn liên tiếp","Khối lượng khớp lệnh TTF trong phiên hôm nay tăng vọt lên xấp xỉ 13 triệu đơn vị. Trong đó, khối ngoại cũng đẩy mạnh “xả hàng” gần 2 triệu đơn vị.",2016-08-22 15:36:00,2016-08-23,9.2,9.2,9.2,9.2,89840.0
1226,TTF,"TTF khớp lệnh gần 13 triệu cổ phiếu, VnIndex đánh mất mốc 660 điểm trong phiên giao dịch đầu tuần","Việc các Bluechips như VNM, VIC HSG, MSN, HAG…g iảm sâu là nguyên nhân chính ảnh hưởng tiêu cực tới thị trường.",2016-08-22 16:18:00,2016-08-23,9.2,9.2,9.2,9.2,89840.0
1225,TTF,"Đảo chiều ngoạn mục, 2 chỉ số kết phiên đều tăng điểm, TTF tiếp tục tăng trần",Trong khi hàng loạt cổ phiếu dầu khí đều giảm giá thì PVS bất ngờ tăng 200 đồng lên 21.900 đồng/CP.,2016-08-23 16:57:00,2016-08-24,9.8,9.8,9.7,9.8,2603080.0
1224,TTF,"TTF, DRH đồng loạt tăng trần, VnIndex giữ vững cột mốc 660 điểm","Trong phiên hôm nay, các cổ phiếu bất động sản, xây dựng như HBC, CTD, VCG, TDH, TIG, SCR, KBC… cũng giao dịch tương đối sôi động và hầu hết đóng cửa trong sắc xanh.",2016-08-24 15:32:00,2016-08-25,9.6,10.4,9.2,10.4,9909990.0
1221,TTF,"TTF, BCG, SHS, SDH, CDO, TNT, HVA, DLR: Thông tin giao dịch lượng lớn cổ phiếu",Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.,2016-08-26 08:22:00,2016-08-26,11.1,11.1,11.0,11.1,743000.0
1223,TTF,"2 sàn đóng cửa trái chiều, TTF tăng trần với thanh khoản lớn nhất thị trường","Hàng loạt cổ phiếu đầu cơ có thị giá siêu thấp như JVC, OGC, VNH, HAR, KMR, TSC... lại tăng trần. Nhưng ATA thì giảm sàn và trắng bên mua.",2016-08-25 16:02:00,2016-08-26,11.1,11.1,11.0,11.1,743000.0
1222,TTF,Con gái ông Võ Trường Thành đã bán hết cổ phiếu TTF,Cổ phiếu TTF đã chấm dứt chuỗi 24 phiên giảm sàn liên tiếp và bắt đầu tăng điểm với 4 phiên tăng trần liên tiếp.,2016-08-25 17:35:00,2016-08-26,11.1,11.1,11.0,11.1,743000.0
284,VIC,"Tuần 22-26/8: Khối ngoại bán mạnh VIC, VNM, VnIndex tiếp tục giữ vững mốc 660 điểm","NKG là cổ phiếu được khối ngoại mua ròng mạnh nhất tuần qua với 38,88 tỷ đồng. Xếp tiếp theo trong top mua ròng lần lượt là HPG (24,42 tỷ đồng), KBC (21,25 tỷ đồng), PVT (17,83 tỷ đồng), C32 (12,59 tỷ đồng).",2016-08-27 16:44:00,2016-08-28,14.4,14.6,14.4,14.4,858310.0
1220,TTF,Ông Võ Trường Thành bị bán giải chấp gần 7 triệu cổ phiếu TTF ở đúng vùng giá đáy?,"Sau giao dịch, ông Võ Trường Thành còn sở hữu hơn 7,71 triệu cổ phiếu TTF.",2016-08-30 17:58:00,2016-08-31,13.4,13.4,13.4,13.4,149040.0
1219,TTF,"TTF, SAM, DLG, PNC, TAG, HCM, STP, KMR, DBT, SIC: Thông tin giao dịch lượng lớn cổ phiếu",Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.,2016-08-31 07:35:00,2016-08-31,13.4,13.4,13.4,13.4,149040.0
791,HAG,"HAG, HNG và LGL bị đưa vào diện cổ phiếu không đủ điều kiện giao dịch ký quỹ",Lý do đưa ra là lợi nhuận sau thuế của công ty mẹ trên BCTC hợp nhất soát xét 6 tháng đầu năm 2016 là số âm.,2016-09-01 10:34:00,2016-09-01,6.2,6.2,5.9,6.0,3871050.0
1218,TTF,"Phục hồi từ mức giảm 10 điểm, VN-index chỉ còn giảm hơn 5 điểm, TTF giảm sàn",Tổng giá trị giao dịch trên 2 sàn đạt gần 3.300 tỷ đồng.,2016-09-01 15:58:00,2016-09-02,11.7,11.7,11.7,11.7,437040.0
1217,TTF,"VNM và HSG được thêm vào danh mục của FTSE Vietnam Index, TTF bị loại",TTF cũng bị loại khỏi danh mục để tính chỉ số FTSE Vietnam All-Share Index.,2016-09-02 16:23:00,2016-09-03,11.7,11.7,11.7,11.7,437040.0
1216,TTF,"Bluechips kéo thị trường giảm gần 5 điểm, TTF tiếp tục chuỗi ngày “trắng bên mua”","Tuy vậy, điểm tích cực là các cổ phiếu thuộc các nhóm ngành khác không bị bán mạnh theo, thậm chí còn tăng điểm.",2016-09-05 15:16:00,2016-09-06,10.9,10.9,10.9,10.9,102090.0
283,VIC,"VIC thỏa thuận 5,6 triệu cổ phiếu, VnIndex mất hơn 7 điểm trong ngày đầu tiên áp dụng quy chế giao dịch mới","VNM tiếp tục bị khối ngoại bán ròng hơn 700 nghìn cổ phiếu trong phiên hôm nay. Đóng cửa phiên giao dịch, VNM giảm 1.800đ xuống 141.200đ và điều này đã ảnh hưởng khá tiêu cực tới thị trường chung.",2016-09-12 15:45:00,2016-09-13,14.84,14.96,14.7,14.72,393290.0
282,VIC,"Đây là lý do không nên bán cổ phiếu VIC chỉ vì công bố ""sốc"" phi lợi nhuận của Vingroup","Đừng vội vàng nhìn quyết định dành 100% lợi nhuận Vinmec và Vinschool cho xã hội mà bán cổ phiếu. Suy cho cùng, cổ đông không thiệt hại gì nhiều.",2016-09-28 08:54:00,2016-09-28,16.7,16.72,16.16,16.4,1071170.0
790,HAG,"Cổ phiếu HAG, HNG đồng loạt tăng trần trong sự ngỡ ngàng của nhà đầu tư","Đầu giờ sáng nay, cả 2 cổ phiếu đều không có tín hiệu bứt phá nhưng sau khoảng 30 phút giao dịch thì HAG, HNG đều tăng nhanh. Đến 10h30’ thì cả 2 cổ phiếu đều tăng trần.",2016-10-14 10:55:00,2016-10-14,5.27,5.63,5.27,5.63,5596060.0
281,VIC,"VIC tiếp tục thỏa thuận hơn 380 tỷ đồng, các cổ phiếu lớn kéo VN-Index giảm 2,5 điểm","Nhóm dầu khí đang xanh mướt với mức tăng 500 đồng của GAS, 300 đồng của PVD, 200 đồng tại PVS, PVB, PVC…",2016-10-20 15:49:00,2016-10-21,15.91,15.91,15.69,15.8,751380.0
789,HAG,"LNST 9 tháng của chứng khoán MBS giảm 45% so với cùng kỳ, dự phòng 33 tỷ đồng cho HAG","Một trong những khoản đầu tư lớn nhất của MBS tính đến cuối quý 3/2016 là HAG với số lượng hơn 2,1 triệu cổ phiếu, giá trị ghi sổ là 44 tỷ đồng (tương ứng giá bình quân gần 21.000 đồng/cp).",2016-10-21 14:12:00,2016-10-21,5.32,5.36,5.3,5.3,1810550.0
